person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
35,1,3.0,28184,14,0,3500,1,14.1,0.12,9,697,1,0
25,0,1.0,31516,0,2,1000,2,11.08,0.03,5,587,1,0
23,0,3.0,87175,0,0,12000,2,14.84,0.14,4,628,1,0
33,1,3.0,32720,10,0,7000,2,11.36,0.21,9,682,1,0
28,1,3.0,67984,6,2,20000,1,10.17,0.29,8,641,0,0
23,1,2.0,94554,1,2,1235,1,10.12,0.01,4,642,0,0
27,0,2.0,131687,8,2,27692,0,10.47,0.21,5,565,0,0
29,1,1.0,114830,6,0,14000,3,13.27,0.12,9,501,1,0
26,0,1.0,53088,3,0,3095,1,14.06,0.06,4,649,1,0
26,0,0.0,49206,3,0,3600,5,7.52,0.07,4,664,1,0
32,0,3.0,103182,9,2,2000,3,12.12,0.02,11,592,1,0
27,1,2.0,29895,4,0,2111,2,13.45,0.07,4,697,0,0
31,0,1.0,61111,6,2,1889,3,7.83,0.03,9,558,1,0
25,0,0.0,67966,4,0,5000,0,8.45,0.07,3,636,1,0
25,0,0.0,97146,2,0,20000,3,14.07,0.21,4,639,0,0
23,1,0.0,139361,0,2,10170,2,11.45,0.07,3,506,1,0
24,1,1.0,33617,0,0,7500,1,6.72,0.22,6,639,0,0
30,0,3.0,33149,6,2,4515,0,11.13,0.14,7,528,1,0
40,0,0.0,61978,18,2,6728,1,16.36,0.11,12,709,0,0
45,0,1.0,63380,21,1,9600,1,8.66,0.15,16,676,0,0
30,1,2.0,107762,7,2,4057,1,6.59,0.04,6,671,0,0
32,1,2.0,164332,7,2,8000,5,12.02,0.05,9,627,0,0
34,0,0.0,49377,7,0,7000,3,14.4,0.14,7,660,1,0
27,0,2.0,32792,5,0,2957,2,7.49,0.09,6,696,0,0
37,0,3.0,37133,14,0,8875,1,10.59,0.24,11,676,1,0
24,1,2.0,54780,2,2,16750,1,12.73,0.31,4,681,1,0
28,1,0.0,45627,8,0,3000,2,11.16,0.07,5,625,1,0
26,0,2.0,51195,0,0,11253,5,13.24,0.22,5,618,1,0
21,0,1.0,79187,0,2,10000,1,6.03,0.13,3,642,0,0
38,1,0.0,67214,18,0,6000,0,13.08,0.09,12,634,0,0
24,1,0.0,144866,1,0,23684,3,13.29,0.16,3,577,1,0
24,1,0.0,52805,2,0,8000,3,8.77,0.15,3,539,1,0
37,1,1.0,54985,13,0,12369,2,8.35,0.22,10,705,0,0
30,1,2.0,51142,11,0,12000,2,11.69,0.23,9,677,1,0
25,0,0.0,99261,2,2,7002,1,9.98,0.07,5,645,1,0
48,1,1.0,63227,23,1,9600,1,9.6,0.15,20,641,0,0
23,0,2.0,67018,0,0,3500,5,10.0,0.05,4,642,0,0
28,1,1.0,270918,6,2,26319,3,13.51,0.1,6,672,1,0
34,1,3.0,80406,9,0,13836,3,10.95,0.17,12,500,1,0
26,0,0.0,58529,5,2,9548,1,9.62,0.16,5,629,1,0
25,0,0.0,47548,1,1,12000,3,10.38,0.25,3,642,1,0
23,1,1.0,102979,1,0,7199,3,6.95,0.07,4,660,0,0
26,1,1.0,101791,2,0,12000,0,10.81,0.12,4,672,1,0
27,0,1.0,69373,5,0,12000,1,12.74,0.17,5,620,1,0
30,1,2.0,50744,8,2,14935,3,10.11,0.29,9,642,1,0
24,0,0.0,102960,0,2,4000,1,7.31,0.04,4,486,1,0
25,1,3.0,110034,1,2,13939,5,12.43,0.13,3,605,0,0
25,1,2.0,99470,0,2,20000,2,12.79,0.2,2,644,0,0
27,1,0.0,37993,7,0,4932,3,10.49,0.13,4,655,0,0
32,1,1.0,150920,11,2,12381,0,10.87,0.08,10,680,1,0
25,0,1.0,87232,0,2,16965,2,7.5,0.19,4,638,0,0
25,0,2.0,59793,2,1,3000,0,11.97,0.05,2,690,0,0
29,1,3.0,56268,5,2,4000,0,8.1,0.07,9,662,1,0
24,1,0.0,109017,2,1,8197,0,11.01,0.08,3,563,1,0
23,0,3.0,64404,0,0,10000,2,10.21,0.16,4,633,0,0
27,0,0.0,38503,5,2,12000,2,11.47,0.31,4,621,1,0
34,1,1.0,80166,14,0,11200,4,8.3,0.14,10,611,0,0
23,0,1.0,54596,1,2,15000,3,12.26,0.27,3,714,1,0
42,1,1.0,62981,22,0,1500,3,11.71,0.02,12,649,0,0
28,0,3.0,87345,8,2,12000,0,8.12,0.14,8,715,0,0
25,0,3.0,144853,0,2,10000,2,6.65,0.07,2,578,1,0
27,1,0.0,64284,5,0,9688,4,10.44,0.15,5,592,1,0
27,0,3.0,75173,7,0,9162,4,13.17,0.12,5,625,1,0
24,1,1.0,73189,4,2,10000,1,5.8,0.14,4,680,0,0
29,1,1.0,42672,8,2,3600,3,9.53,0.08,10,700,1,0
25,1,2.0,39624,0,0,7500,2,13.1,0.19,5,674,0,0
29,1,3.0,91322,9,2,12000,4,8.09,0.13,6,606,1,0
25,1,2.0,103093,1,0,15000,3,8.19,0.15,4,652,1,0
25,1,3.0,42864,3,0,3500,0,14.65,0.08,4,563,1,0
24,1,3.0,60946,2,2,6400,3,7.84,0.11,4,602,1,0
22,1,3.0,33559,0,0,5000,1,8.18,0.15,3,652,1,0
24,1,3.0,71778,1,2,9511,1,7.08,0.13,4,483,1,0
27,1,0.0,157245,6,2,15000,4,6.22,0.1,10,621,0,0
22,1,2.0,48497,1,0,5113,5,9.39,0.11,4,588,1,0
25,0,0.0,56174,2,0,9000,5,6.41,0.16,3,669,1,0
24,1,0.0,70789,0,2,11020,0,12.7,0.16,4,637,0,0
23,1,3.0,85055,3,0,12000,2,12.42,0.14,4,543,1,0
25,0,3.0,120983,0,2,24000,2,11.02,0.2,4,679,0,0
29,0,1.0,76461,5,0,18000,1,10.76,0.24,9,709,1,0
37,0,0.0,61039,15,2,10469,2,7.87,0.17,9,575,0,0
27,0,3.0,56278,2,0,12000,2,8.13,0.21,6,609,1,0
32,1,3.0,91831,10,0,1000,3,13.49,0.01,9,681,0,0
25,0,3.0,57092,6,1,7000,1,7.64,0.12,4,719,0,0
32,0,1.0,40384,6,0,7500,1,11.28,0.19,9,651,0,0
23,1,0.0,87525,1,2,8657,1,6.57,0.1,4,558,0,0
26,1,1.0,67165,1,0,4000,1,8.47,0.06,4,560,1,0
46,1,2.0,214538,23,0,8915,0,11.39,0.04,16,612,1,0
25,1,1.0,26737,1,1,8500,3,9.28,0.32,4,669,1,0
28,1,1.0,103081,8,2,20000,2,10.54,0.19,9,638,0,0
33,1,2.0,112289,8,0,13038,5,7.53,0.12,6,642,1,0
27,0,1.0,79155,2,0,4800,4,13.02,0.06,3,649,1,0
25,0,0.0,63172,0,0,10000,4,11.75,0.16,4,627,0,0
22,1,3.0,29779,3,0,2000,1,11.53,0.07,4,620,0,0
28,0,2.0,85062,6,0,5600,2,14.01,0.07,6,666,1,0
24,0,0.0,81570,3,2,4000,5,9.37,0.05,3,658,1,0
30,1,3.0,241144,3,0,15000,4,10.63,0.06,6,668,1,0
28,1,2.0,74105,6,0,6000,5,10.85,0.08,5,659,0,0
24,0,0.0,49035,2,2,5000,2,13.95,0.1,4,572,1,0
26,0,1.0,45421,3,2,7488,1,10.58,0.16,4,618,1,0
25,0,0.0,39534,3,2,12500,3,8.43,0.32,4,668,0,0
31,1,1.0,100407,8,2,7500,2,10.83,0.07,6,608,1,0
27,0,3.0,111229,5,2,12000,3,11.43,0.11,4,639,1,0
28,0,1.0,63862,6,0,5000,0,9.29,0.08,7,581,0,0
43,0,1.0,144620,22,2,5477,4,10.03,0.04,17,727,1,0
24,0,2.0,81138,1,2,1120,2,9.84,0.01,4,707,1,0
28,1,1.0,39385,4,2,8000,5,9.0,0.2,5,693,1,0
24,0,0.0,87304,0,0,3000,0,11.72,0.03,2,635,0,0
29,1,1.0,55959,5,2,6500,1,6.9,0.12,8,653,1,0
44,1,3.0,115072,20,2,21252,4,10.42,0.18,14,639,1,0
25,1,0.0,67129,3,2,5500,3,11.41,0.08,5,650,1,0
35,0,1.0,46636,9,0,9586,3,7.91,0.21,9,603,1,0
31,1,1.0,33521,9,0,1500,1,10.93,0.04,8,616,1,0
38,1,3.0,88072,17,2,5000,0,12.3,0.06,16,516,1,0
24,0,1.0,36973,1,0,3000,3,6.19,0.08,4,681,1,0
25,1,3.0,60209,0,0,5988,1,15.76,0.1,4,590,0,0
23,0,1.0,65873,2,2,9000,5,12.16,0.14,4,677,1,0
33,1,1.0,61231,10,0,12000,0,12.48,0.2,13,696,1,0
23,0,0.0,60701,2,2,4000,0,11.84,0.07,4,556,0,0
24,0,1.0,44624,1,2,5557,2,10.49,0.12,4,595,1,0
25,0,0.0,76959,4,2,4000,1,10.72,0.05,7,657,1,0
26,1,0.0,76759,1,0,2984,5,13.28,0.04,3,577,1,0
31,1,2.0,68150,5,2,9703,1,6.28,0.14,7,632,1,0
23,1,1.0,76824,0,0,5429,3,13.68,0.07,3,705,1,0
28,1,1.0,42315,4,2,10000,2,10.15,0.24,5,654,0,0
23,0,1.0,111482,0,0,6216,1,10.52,0.06,3,700,0,0
28,1,3.0,68529,6,0,5000,0,9.09,0.07,8,639,1,0
24,0,2.0,32569,0,0,6000,2,7.64,0.18,4,587,1,0
37,1,2.0,60817,17,0,15000,4,9.22,0.25,15,582,1,0
26,1,0.0,90912,5,2,9600,0,8.92,0.11,4,622,1,0
24,0,1.0,43283,0,1,3000,2,12.12,0.07,3,623,0,0
26,1,1.0,46301,2,0,4500,1,8.45,0.1,6,660,0,0
28,0,0.0,84875,7,0,15000,0,13.39,0.18,10,676,1,0
24,1,1.0,111321,2,0,6500,1,8.31,0.06,3,684,1,0
27,1,3.0,67355,6,0,13727,2,11.3,0.2,6,569,1,0
27,1,2.0,103122,4,0,10000,4,10.87,0.1,3,582,1,0
25,1,1.0,94898,2,2,10000,3,6.16,0.11,2,648,1,0
24,1,2.0,78978,4,0,3600,4,10.61,0.05,2,697,1,0
24,0,2.0,63499,1,2,4000,0,14.78,0.06,3,693,1,0
25,0,1.0,52785,3,0,4000,1,12.78,0.08,3,668,1,0
25,1,0.0,117508,3,2,14931,2,10.68,0.13,5,558,0,0
39,0,1.0,127393,15,2,15000,4,7.12,0.12,15,687,0,0
24,0,1.0,48972,3,0,1000,1,6.41,0.02,3,658,0,0
26,1,1.0,61868,3,2,8000,3,10.34,0.13,6,632,1,0
26,1,0.0,37761,4,0,4200,1,11.63,0.11,5,566,1,0
32,1,3.0,54877,9,0,12000,2,8.22,0.22,6,561,1,0
36,1,0.0,57375,13,0,3112,0,11.0,0.05,10,687,0,0
24,1,1.0,49038,2,0,4500,1,7.47,0.09,3,665,1,0
22,1,3.0,87383,0,1,15000,0,10.08,0.17,3,682,1,0
27,0,2.0,75709,2,2,13000,3,8.2,0.17,5,634,0,0
38,0,1.0,44222,16,2,12000,3,15.21,0.27,11,643,0,0
24,1,3.0,57356,3,2,5000,0,6.95,0.09,3,644,1,0
25,1,3.0,53844,0,0,6000,2,12.72,0.11,4,644,1,0
23,0,0.0,109046,0,2,12000,1,12.44,0.11,4,586,1,0
24,0,0.0,181159,0,2,8000,1,8.75,0.04,4,574,1,0
29,0,3.0,87593,6,2,15979,0,15.33,0.18,7,617,1,0
27,0,1.0,156732,7,2,10000,0,7.18,0.06,5,714,1,0
27,1,1.0,70925,3,0,12991,5,11.48,0.18,7,592,0,0
22,0,0.0,78841,1,0,16000,0,10.17,0.2,3,647,0,0
30,0,3.0,58573,7,0,4000,0,12.1,0.07,6,632,1,0
26,1,0.0,29792,0,0,6000,4,8.01,0.2,4,613,0,0
23,0,1.0,115876,4,2,12000,3,7.77,0.1,4,575,1,0
40,1,3.0,46301,15,2,5591,4,11.4,0.12,17,722,1,0
24,0,0.0,90781,0,2,5445,1,10.25,0.06,4,612,1,0
32,1,0.0,96855,9,2,15000,4,15.18,0.15,7,579,1,0
30,1,2.0,84856,4,2,4514,3,5.96,0.05,9,686,1,0
31,1,1.0,99262,8,2,9026,5,5.5,0.09,9,694,0,0
23,1,1.0,72786,0,2,17500,5,7.71,0.24,4,674,1,0
25,0,0.0,117218,5,2,9404,3,7.06,0.08,3,584,1,0
25,0,3.0,82236,1,0,3000,0,14.27,0.04,3,611,0,0
30,0,3.0,51437,7,0,5500,2,8.89,0.11,6,639,1,0
32,0,0.0,66242,8,0,4932,1,11.23,0.07,8,603,1,0
29,0,2.0,57073,4,1,14000,3,10.64,0.25,5,684,1,0
30,1,1.0,103288,10,2,10400,5,8.49,0.1,9,692,1,0
31,1,3.0,109085,10,2,18000,2,12.41,0.17,9,517,1,0
25,1,0.0,61079,3,2,6000,0,6.76,0.1,3,609,1,0
24,0,1.0,72887,1,0,15000,0,15.71,0.21,4,657,0,0
22,0,0.0,37249,1,0,3000,0,6.15,0.08,4,575,1,0
24,0,0.0,31179,0,0,2998,1,8.52,0.1,2,547,1,0
26,0,0.0,47803,4,0,5000,1,11.54,0.1,6,576,1,0
30,0,2.0,44080,7,0,2518,4,10.38,0.06,8,554,1,0
30,0,1.0,43034,8,0,2500,5,9.2,0.06,5,556,1,0
29,0,1.0,55845,6,2,2000,2,8.06,0.04,10,665,1,0
33,0,3.0,39457,12,0,4000,2,8.48,0.1,9,610,0,0
22,1,1.0,28846,0,0,3000,1,9.16,0.1,3,581,1,0
27,1,0.0,75530,2,0,12000,0,15.79,0.16,4,565,1,0
26,0,3.0,109246,4,0,7000,2,13.48,0.06,3,617,1,0
27,1,1.0,63488,2,2,12000,4,15.2,0.19,6,675,0,0
30,0,3.0,95971,9,2,14968,3,11.04,0.16,7,606,0,0
31,1,2.0,58395,7,2,5000,4,7.78,0.09,9,661,1,0
35,1,2.0,85030,13,0,20165,0,10.75,0.24,12,703,1,0
30,1,2.0,35644,5,1,6250,5,11.53,0.18,8,538,1,0
35,0,3.0,82084,11,2,9305,5,8.32,0.11,9,666,1,0
26,1,0.0,60197,0,2,2435,4,6.78,0.04,5,664,1,0
23,1,0.0,37046,1,0,8404,1,14.51,0.23,3,601,0,0
28,0,3.0,64703,4,2,5000,0,10.2,0.08,5,669,0,0
27,1,2.0,109294,4,2,4374,1,7.19,0.04,5,626,0,0
22,0,1.0,62225,0,0,5753,3,9.32,0.09,4,603,0,0
25,0,0.0,82412,2,2,3563,4,6.48,0.04,4,643,1,0
35,1,0.0,42803,12,0,3234,3,12.3,0.08,9,560,1,0
23,1,3.0,72897,0,0,2099,0,14.69,0.03,3,659,1,0
25,0,1.0,76966,1,0,8000,3,12.16,0.1,4,582,0,0
23,1,0.0,64548,0,0,3000,2,12.44,0.05,4,597,1,0
33,0,2.0,60886,12,0,12000,3,6.27,0.2,6,657,1,0
33,1,2.0,44251,14,2,6000,3,12.57,0.14,9,648,0,0
29,0,0.0,87037,5,2,15945,0,13.58,0.18,10,660,0,0
26,0,,65097,7,2,10687,5,6.27,0.16,4,649,1,0
23,1,3.0,68531,0,2,5000,0,6.86,0.07,4,643,1,0
24,1,0.0,81806,0,2,6400,4,11.02,0.08,4,628,1,0
24,0,1.0,103011,3,2,4000,1,7.13,0.04,4,662,1,0
27,1,2.0,42701,6,0,6000,2,11.87,0.14,10,663,0,0
25,0,1.0,80044,3,0,17804,1,12.7,0.22,3,617,0,0
30,1,1.0,174237,6,2,5941,3,9.77,0.03,8,637,0,0
29,1,1.0,108311,5,0,1840,0,12.81,0.02,7,658,1,0
23,1,0.0,102088,0,2,10000,5,7.63,0.1,3,550,1,0
25,1,1.0,119071,0,2,9000,3,7.85,0.08,5,622,1,0
25,0,3.0,50015,0,0,12120,5,11.22,0.24,4,665,1,0
47,0,2.0,108919,22,0,12000,0,10.28,0.11,16,700,0,0
26,1,3.0,105198,5,2,25000,5,13.12,0.24,3,634,0,0
25,1,1.0,66845,3,1,24200,5,8.49,0.36,3,661,1,0
22,1,0.0,99773,0,2,14265,2,9.04,0.14,3,645,0,0
43,0,3.0,169350,22,2,21335,2,11.75,0.13,11,647,0,0
24,1,1.0,62445,4,2,10361,5,11.09,0.17,2,697,1,0
23,1,0.0,66158,1,0,3416,5,6.93,0.05,2,571,1,0
32,1,3.0,37354,7,1,5000,2,13.59,0.13,10,675,1,0
23,1,3.0,46147,0,0,2838,2,7.42,0.06,5,633,1,0
25,1,0.0,72748,3,2,10000,5,10.84,0.14,4,604,0,0
22,1,1.0,64395,1,0,3000,2,11.25,0.05,4,654,1,0
31,0,,132843,9,2,12000,0,13.59,0.09,10,580,1,0
23,1,2.0,13989,1,1,1400,0,9.32,0.1,4,688,1,0
43,1,0.0,81552,21,2,3000,5,10.74,0.04,14,620,0,0
36,1,1.0,97073,13,2,20000,1,11.57,0.21,14,683,1,0
22,1,0.0,30780,0,0,2000,3,13.83,0.06,4,635,1,0
39,1,1.0,91327,18,2,7500,0,12.06,0.08,15,646,1,0
24,1,0.0,90899,1,0,12000,0,12.23,0.13,3,586,1,0
25,0,0.0,112653,0,0,10000,1,9.12,0.09,5,647,1,0
25,1,0.0,120973,3,2,12000,3,11.39,0.1,4,645,1,0
26,1,1.0,27163,1,0,6000,2,7.34,0.22,7,654,1,0
47,0,0.0,90829,22,0,14313,5,8.0,0.16,15,635,1,0
26,0,1.0,43203,1,0,7200,2,9.11,0.17,3,586,0,0
34,0,3.0,65654,11,2,10000,3,10.31,0.15,8,669,0,0
24,1,3.0,169386,0,2,12000,0,11.58,0.07,4,671,0,0
25,1,1.0,121153,2,2,25000,3,12.05,0.21,5,581,1,0
39,0,3.0,66950,17,1,1000,3,11.09,0.01,16,682,1,0
33,1,3.0,91296,13,0,14000,1,8.35,0.15,9,627,1,0
24,1,3.0,63270,3,2,1205,3,13.95,0.02,2,604,1,0
27,1,0.0,63345,5,0,7188,1,11.85,0.11,5,632,0,0
23,1,1.0,51508,1,0,7000,2,13.57,0.14,2,680,0,0
32,1,1.0,60747,10,2,16000,3,9.06,0.26,9,701,1,0
43,1,3.0,49188,18,0,3600,5,13.19,0.07,11,703,0,0
24,1,1.0,120924,2,2,10000,1,12.87,0.08,4,643,1,0
28,1,0.0,85411,6,2,15000,5,10.16,0.18,7,648,1,0
25,1,1.0,84809,5,2,7000,2,12.91,0.08,3,649,1,0
25,0,0.0,33503,2,0,2430,1,10.97,0.07,4,655,1,0
24,0,0.0,73164,0,0,5891,2,7.26,0.08,3,590,1,0
30,0,0.0,99757,11,0,4018,5,9.94,0.04,7,652,1,0
22,1,0.0,84685,0,2,6000,3,12.08,0.07,4,635,0,0
25,1,1.0,108606,1,2,15000,2,12.46,0.14,3,614,1,0
22,1,0.0,57166,0,0,12000,2,13.0,0.21,3,625,0,0
26,1,0.0,115018,4,0,14339,3,12.74,0.12,6,634,0,0
26,1,1.0,72997,3,0,7200,1,11.37,0.1,4,603,1,0
25,1,1.0,44083,0,1,14449,1,10.8,0.33,7,655,0,0
25,1,0.0,72757,4,0,12500,1,11.53,0.17,2,616,1,0
28,1,3.0,270644,2,2,15944,1,13.03,0.06,6,596,1,0
23,0,3.0,97176,1,2,15000,1,12.56,0.15,4,534,1,0
27,1,0.0,43463,5,0,2036,1,13.7,0.05,7,662,1,0
24,1,1.0,91054,1,2,14972,1,9.94,0.16,4,678,0,0
22,1,1.0,83301,0,0,12000,3,10.08,0.14,4,626,1,0
36,1,1.0,51395,11,0,8400,5,12.01,0.16,13,713,0,0
28,0,0.0,114423,5,2,7442,3,11.9,0.07,6,684,0,0
24,0,3.0,66908,0,2,9600,3,9.16,0.14,6,618,1,0
39,0,0.0,98160,14,2,24000,3,8.68,0.24,14,673,1,0
28,1,3.0,61019,2,1,12000,3,7.71,0.2,5,663,0,0
32,1,3.0,54696,9,2,6400,0,7.49,0.12,9,678,0,0
26,1,0.0,91096,5,0,18976,3,9.46,0.21,4,664,1,0
28,0,3.0,108883,5,0,10000,3,8.98,0.09,10,637,1,0
24,1,0.0,102582,0,2,21905,5,7.64,0.21,4,609,0,0
25,1,3.0,75413,4,2,4000,1,10.41,0.05,3,644,1,0
30,1,3.0,64735,5,0,12000,5,7.93,0.19,7,607,1,0
27,1,1.0,72635,2,2,3000,3,13.57,0.04,7,678,1,0
24,1,3.0,36887,1,0,6000,2,7.51,0.16,4,660,1,0
22,1,0.0,10206,0,0,1196,1,15.1,0.12,3,623,1,0
23,1,1.0,48694,0,0,8000,1,11.44,0.16,3,605,1,0
34,0,0.0,111200,10,2,3459,5,5.69,0.03,8,679,1,0
25,0,1.0,102833,3,0,9600,1,13.62,0.09,4,673,0,0
23,1,1.0,69680,1,0,2419,5,14.34,0.03,3,671,0,0
26,1,1.0,90840,0,2,6908,3,9.49,0.08,4,631,1,0
29,1,1.0,109134,8,0,6000,5,13.98,0.05,8,706,1,0
26,0,2.0,103286,5,2,10000,1,12.1,0.1,3,663,0,0
28,0,2.0,96608,5,0,7010,1,12.41,0.07,3,701,1,0
31,0,0.0,45677,8,0,8000,1,8.12,0.18,6,642,1,0
30,1,0.0,56336,8,0,5000,1,11.01,0.09,8,609,1,0
26,1,3.0,138837,2,2,24000,4,9.78,0.17,3,679,1,0
22,0,1.0,105704,1,2,25000,4,13.08,0.24,3,634,0,0
26,1,1.0,61142,3,0,13000,2,11.69,0.21,3,717,1,0
29,0,3.0,84801,7,2,5000,0,11.34,0.06,7,631,1,0
26,1,0.0,61058,2,2,3538,0,8.78,0.06,6,629,0,0
26,1,1.0,101745,1,2,10166,5,12.28,0.1,5,707,0,0
23,0,3.0,108861,1,0,7000,0,11.0,0.06,3,662,0,0
26,0,1.0,60013,1,0,11000,3,12.11,0.18,7,675,1,0
30,0,3.0,73027,6,0,5500,4,8.58,0.08,9,703,0,0
23,1,0.0,107224,2,2,2974,2,6.55,0.03,3,631,1,0
25,0,2.0,87411,4,2,16000,1,9.21,0.18,4,634,1,0
28,1,0.0,87488,4,0,3000,4,8.91,0.03,4,570,0,0
23,1,1.0,61701,0,0,2752,5,9.02,0.04,2,541,1,0
29,1,0.0,265757,9,2,9694,5,11.79,0.04,4,583,1,0
23,0,1.0,48984,0,0,2800,5,8.35,0.06,4,703,0,0
30,1,3.0,31939,8,0,6500,2,11.65,0.2,10,619,0,0
25,1,0.0,60981,0,0,15000,3,11.06,0.25,2,626,1,0
29,0,0.0,139272,8,2,5000,4,6.32,0.04,9,635,1,0
24,0,2.0,105469,4,2,3942,1,6.41,0.04,3,591,1,0
26,0,1.0,157128,5,2,20000,0,13.34,0.13,3,652,1,0
27,0,3.0,78889,3,0,6000,1,15.47,0.08,5,655,1,0
29,0,3.0,145276,5,2,20000,0,11.56,0.14,6,545,1,0
28,1,1.0,44385,6,0,6000,1,13.75,0.14,8,618,0,0
23,0,1.0,79253,0,0,7000,1,11.16,0.09,4,574,1,0
23,1,3.0,73066,3,0,15000,1,11.08,0.21,4,586,1,0
28,1,1.0,48968,4,0,6500,3,11.05,0.13,6,671,1,0
27,1,0.0,62193,5,2,8400,4,10.78,0.14,5,669,0,0
28,0,3.0,76686,7,0,4200,4,6.12,0.05,5,646,1,0
27,0,2.0,121054,6,2,10000,3,7.5,0.08,5,485,1,0
23,1,3.0,63670,0,2,6000,1,10.96,0.09,3,670,0,0
23,0,3.0,44005,0,2,1000,2,10.81,0.02,3,603,1,0
28,1,1.0,29810,2,2,6229,3,12.61,0.21,7,613,1,0
25,0,2.0,97136,3,0,4000,5,18.2,0.04,4,631,1,0
27,1,0.0,293957,5,2,14529,3,13.1,0.05,5,654,1,0
25,1,0.0,61263,3,2,15000,5,16.15,0.24,4,632,1,0
27,1,1.0,43053,2,0,10000,2,8.12,0.23,3,669,0,0
25,0,0.0,53873,5,2,6376,1,10.99,0.12,3,630,1,0
28,0,0.0,102905,7,2,9073,0,7.59,0.09,10,641,1,0
31,0,3.0,55949,6,0,11227,5,14.12,0.2,6,697,1,0
28,1,3.0,78249,7,0,12000,0,11.38,0.15,5,624,1,0
23,0,3.0,48435,0,2,6000,1,7.88,0.12,3,601,1,0
23,1,3.0,60964,0,1,3600,1,6.46,0.06,3,564,0,0
32,0,3.0,65810,9,2,8500,3,7.65,0.13,6,633,1,0
30,0,1.0,173713,9,2,5114,5,16.96,0.03,7,694,0,0
28,1,0.0,42133,4,1,16743,0,10.13,0.4,7,662,1,0
24,0,1.0,63350,0,0,8000,1,8.34,0.13,4,644,0,0
29,1,1.0,49343,6,0,3000,2,7.07,0.06,10,631,1,0
26,0,3.0,133030,5,2,20000,1,8.85,0.15,3,632,1,0
24,0,3.0,58560,1,0,2161,4,14.77,0.04,4,652,1,0
25,1,0.0,108900,2,0,2500,1,13.09,0.02,4,577,1,0
37,1,0.0,89974,12,2,7166,2,6.62,0.08,11,539,1,0
23,1,2.0,40547,2,0,9000,2,10.46,0.22,3,646,0,0
33,0,3.0,90938,12,0,15000,4,11.17,0.16,10,646,0,0
24,0,3.0,69368,1,0,4819,4,10.52,0.07,4,640,0,0
29,0,0.0,73128,6,2,5000,5,11.01,0.07,7,596,1,0
24,0,0.0,72029,0,2,2000,0,5.55,0.03,3,660,1,0
24,0,3.0,71801,0,2,3597,5,7.56,0.05,3,651,1,0
32,0,1.0,31292,9,0,3000,5,12.69,0.1,6,625,1,0
40,1,0.0,144908,17,0,12000,2,5.81,0.08,12,569,1,0
24,1,1.0,96998,2,0,20000,3,13.06,0.21,4,673,0,0
31,1,0.0,40120,8,0,5000,2,11.01,0.12,6,621,0,0
28,0,1.0,51898,5,0,6000,2,8.5,0.12,8,649,0,0
22,1,3.0,36891,1,2,6500,5,13.85,0.18,3,581,1,0
37,1,0.0,97056,15,2,7745,4,9.79,0.08,8,625,1,0
24,1,0.0,55782,3,0,11000,5,11.04,0.2,3,632,1,0
25,1,2.0,136746,6,2,25000,0,11.61,0.18,6,658,0,0
25,0,3.0,114978,1,2,20000,4,11.67,0.17,3,672,1,0
27,0,3.0,26266,6,1,7350,4,12.07,0.28,5,501,1,0
30,1,2.0,60880,6,0,3000,4,13.1,0.05,10,733,0,0
24,1,1.0,65605,0,2,3000,5,9.68,0.05,3,637,0,0
26,1,3.0,205154,5,0,12052,3,12.02,0.06,8,672,1,0
25,0,1.0,80549,4,2,20000,0,10.4,0.25,7,691,0,0
23,1,3.0,81042,0,2,24775,3,15.44,0.31,4,624,1,0
27,0,2.0,79022,4,2,2000,2,9.37,0.03,5,671,0,0
28,1,2.0,32073,2,2,5000,2,11.12,0.16,7,682,1,0
26,1,0.0,120873,5,2,5000,1,8.79,0.04,4,634,1,0
30,0,1.0,42803,7,1,3600,0,12.69,0.08,7,684,1,0
27,1,0.0,144965,7,2,6000,0,13.72,0.04,10,630,1,0
23,1,0.0,51294,2,2,7000,1,10.84,0.14,3,613,1,0
27,1,2.0,132929,7,2,25000,4,12.26,0.19,5,672,1,0
21,1,3.0,78854,0,0,4800,4,10.27,0.06,3,660,0,0
35,1,2.0,117276,12,2,25000,3,16.97,0.21,8,680,0,0
36,0,1.0,120748,13,2,6000,1,8.13,0.05,15,690,0,0
22,0,2.0,31150,1,1,11100,1,9.63,0.36,3,646,1,0
31,1,3.0,41430,8,0,9000,0,7.76,0.22,6,564,1,0
34,0,2.0,180775,10,2,20000,0,11.82,0.11,8,567,1,0
23,1,2.0,177269,1,2,24884,5,10.34,0.14,3,583,1,0
32,1,1.0,51444,13,0,5000,2,10.2,0.1,9,620,0,0
26,0,0.0,78656,5,0,3000,5,6.17,0.04,3,628,1,0
28,0,3.0,87480,6,2,16000,1,10.72,0.18,5,699,0,0
26,0,1.0,94374,2,2,8355,5,7.08,0.09,4,672,1,0
31,1,1.0,138821,5,2,20000,1,15.92,0.14,6,692,0,0
25,0,2.0,51257,1,2,9000,3,7.26,0.18,3,643,0,0
23,0,1.0,37015,0,1,3000,0,11.46,0.08,2,686,0,0
28,1,2.0,138842,7,2,5000,5,9.27,0.04,6,687,1,0
